source,source_term,setid,title,published_date,product_name,generic_name,active_ingredients,strengths,ndcs,package_descriptions,structured_text
DailyMed,paracetamol,bf001b70-6164-1ec9-e053-2a95a90a1274,"AC FAST (PARACETAMOL) CAPSULE, COATED [GRIMANN SA DE CV]","Apr 05, 2021",AC FAST,PARACETAMOL,ACETAMINOPHEN,500 mg in 1 U,81660-222-01,10 U in 1 BLISTER PACK,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AC FAST
GENERIC_NAME: PARACETAMOL
ACTIVE_INGREDIENTS: ACETAMINOPHEN
STRENGTHS: 500 mg in 1 U
NDCS: 81660-222-01
PACKAGE_DESCRIPTIONS: 10 U in 1 BLISTER PACK
PUBLISHED_DATE: Apr 05, 2021
TITLE: AC FAST (PARACETAMOL) CAPSULE, COATED [GRIMANN SA DE CV]
SETID: bf001b70-6164-1ec9-e053-2a95a90a1274
SOURCE: DailyMed"
DailyMed,mefenamic acid,9b8b3e03-4801-4ae8-b44e-e01d1ab1e34b,MEFENAMIC ACID (MEFENAMIC ACID) CAPSULE [BRYANT RANCH PREPACK],"Mar 18, 2026",Mefenamic acid,Mefenamic acid,MEFENAMIC ACID,250 mg,72162-2382-3,30 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Mefenamic acid
GENERIC_NAME: Mefenamic acid
ACTIVE_INGREDIENTS: MEFENAMIC ACID
STRENGTHS: 250 mg
NDCS: 72162-2382-3
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE
PUBLISHED_DATE: Mar 18, 2026
TITLE: MEFENAMIC ACID (MEFENAMIC ACID) CAPSULE [BRYANT RANCH PREPACK]
SETID: 9b8b3e03-4801-4ae8-b44e-e01d1ab1e34b
SOURCE: DailyMed"
DailyMed,mefenamic acid,d0291319-ab3e-20c8-e053-2a95a90afabb,"MEFENAMIC ACID CAPSULE [MISEMER PHARMACEUTICALS, INC]","Mar 02, 2026",Mefenamic Acid,Mefenamic Acid,MEFENAMIC ACID,250 mg,0276-0509-30,30 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Mefenamic Acid
GENERIC_NAME: Mefenamic Acid
ACTIVE_INGREDIENTS: MEFENAMIC ACID
STRENGTHS: 250 mg
NDCS: 0276-0509-30
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE
PUBLISHED_DATE: Mar 02, 2026
TITLE: MEFENAMIC ACID CAPSULE [MISEMER PHARMACEUTICALS, INC]
SETID: d0291319-ab3e-20c8-e053-2a95a90afabb
SOURCE: DailyMed"
DailyMed,ibuprofen,19253175-4185-468d-9d3d-9b53be764e18,"GOOD SENSE CHILDRENS IBUPROFEN (IBUPROFEN) TABLET, CHEWABLE [L. PERRIGO COMPANY]","Apr 10, 2026",good sense childrens ibuprofen,Ibuprofen,IBUPROFEN,100 mg,0113-6040-00 | 0113-6040-62,24 in 1 BOTTLE | 1 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: good sense childrens ibuprofen
GENERIC_NAME: Ibuprofen
ACTIVE_INGREDIENTS: IBUPROFEN
STRENGTHS: 100 mg
NDCS: 0113-6040-00 | 0113-6040-62
PACKAGE_DESCRIPTIONS: 24 in 1 BOTTLE | 1 in 1 CARTON
PUBLISHED_DATE: Apr 10, 2026
TITLE: GOOD SENSE CHILDRENS IBUPROFEN (IBUPROFEN) TABLET, CHEWABLE [L. PERRIGO COMPANY]
SETID: 19253175-4185-468d-9d3d-9b53be764e18
SOURCE: DailyMed"
DailyMed,ibuprofen,a50abf26-d6e5-10e4-ea90-a40b96a887e5,"IBUPROFEN TABLET, FILM COATED [COSTCO WHOLESALE CORPORATION]","Apr 10, 2026",Ibuprofen,ibuprofen,IBUPROFEN,200 mg,63981-291-03 | 63981-291-14,"1 in 1 PACKAGE | 10 in 1 BOTTLE | 500 in 1 BOTTLE, PLASTIC","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Ibuprofen
GENERIC_NAME: ibuprofen
ACTIVE_INGREDIENTS: IBUPROFEN
STRENGTHS: 200 mg
NDCS: 63981-291-03 | 63981-291-14
PACKAGE_DESCRIPTIONS: 1 in 1 PACKAGE | 10 in 1 BOTTLE | 500 in 1 BOTTLE, PLASTIC
PUBLISHED_DATE: Apr 10, 2026
TITLE: IBUPROFEN TABLET, FILM COATED [COSTCO WHOLESALE CORPORATION]
SETID: a50abf26-d6e5-10e4-ea90-a40b96a887e5
SOURCE: DailyMed"
DailyMed,aceclofenac,8a023942-01e8-4849-aa3c-1a640ffc7fd3,"CLANZA CR (ACECLOFENAC) TABLET, FILM COATED [UNITED DOUGLAS PHARM., INC.]","Nov 03, 2011",ClanzaCR,Aceclofenac,Aceclofenac,200 mg,65697-450-20 | 65697-450-21 | 65697-450-22,1 in 1 PACKET | 10 in 1 BLISTER PACK | 10 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: ClanzaCR
GENERIC_NAME: Aceclofenac
ACTIVE_INGREDIENTS: Aceclofenac
STRENGTHS: 200 mg
NDCS: 65697-450-20 | 65697-450-21 | 65697-450-22
PACKAGE_DESCRIPTIONS: 1 in 1 PACKET | 10 in 1 BLISTER PACK | 10 in 1 CARTON
PUBLISHED_DATE: Nov 03, 2011
TITLE: CLANZA CR (ACECLOFENAC) TABLET, FILM COATED [UNITED DOUGLAS PHARM., INC.]
SETID: 8a023942-01e8-4849-aa3c-1a640ffc7fd3
SOURCE: DailyMed"
DailyMed,diclofenac,96f8c42c-db34-43b0-a891-33dd8e39e74f,DICLOFENAC SODIUM GEL [REMEDYREPACK INC.],"Apr 09, 2026",DICLOFENAC SODIUM,diclofenac sodium,DICLOFENAC SODIUM,30 mg in 1 g,70518-3315-0,1 in 1 CARTON | 100 g in 1 TUBE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: DICLOFENAC SODIUM
GENERIC_NAME: diclofenac sodium
ACTIVE_INGREDIENTS: DICLOFENAC SODIUM
STRENGTHS: 30 mg in 1 g
NDCS: 70518-3315-0
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON | 100 g in 1 TUBE
PUBLISHED_DATE: Apr 09, 2026
TITLE: DICLOFENAC SODIUM GEL [REMEDYREPACK INC.]
SETID: 96f8c42c-db34-43b0-a891-33dd8e39e74f
SOURCE: DailyMed"
DailyMed,diclofenac,567de37c-c9da-46e7-8347-01a832ee21b2,SURPASS (DICLOFENAC SODIUM) CREAM [BOEHRINGER INGELHEIM ANIMAL HEALTH USA INC.],"Apr 08, 2026",Surpass,DIclofenac sodium,DICLOFENAC SODIUM,0.01 g in 1 g,0010-4498-01,1 in 1 CARTON | 124 g in 1 TUBE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Surpass
GENERIC_NAME: DIclofenac sodium
ACTIVE_INGREDIENTS: DICLOFENAC SODIUM
STRENGTHS: 0.01 g in 1 g
NDCS: 0010-4498-01
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON | 124 g in 1 TUBE
PUBLISHED_DATE: Apr 08, 2026
TITLE: SURPASS (DICLOFENAC SODIUM) CREAM [BOEHRINGER INGELHEIM ANIMAL HEALTH USA INC.]
SETID: 567de37c-c9da-46e7-8347-01a832ee21b2
SOURCE: DailyMed"
DailyMed,tramadol,a77b0dba-8ac7-418a-b435-16a0e6c22804,"TRAMADOL HYDROCHLORIDE TABLET, EXTENDED RELEASE [BRYANT RANCH PREPACK]","Apr 09, 2026",TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,300 mg,63629-8324-1 | 63629-8324-2 | 63629-8324-3 | 63629-8324-4,30 in 1 BOTTLE | 60 in 1 BOTTLE | 90 in 1 BOTTLE | 120 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: TRAMADOL HYDROCHLORIDE
GENERIC_NAME: TRAMADOL HYDROCHLORIDE
ACTIVE_INGREDIENTS: TRAMADOL HYDROCHLORIDE
STRENGTHS: 300 mg
NDCS: 63629-8324-1 | 63629-8324-2 | 63629-8324-3 | 63629-8324-4
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 60 in 1 BOTTLE | 90 in 1 BOTTLE | 120 in 1 BOTTLE
PUBLISHED_DATE: Apr 09, 2026
TITLE: TRAMADOL HYDROCHLORIDE TABLET, EXTENDED RELEASE [BRYANT RANCH PREPACK]
SETID: a77b0dba-8ac7-418a-b435-16a0e6c22804
SOURCE: DailyMed"
DailyMed,tramadol,4e40f55e-1d8e-ce2f-e063-6294a90a7bec,TRAMADOL/APAP TABLET [DIRECT_RX],"Mar 31, 2026",Tramadol/APAP,Tramadol/APAP,TRAMADOL HYDROCHLORIDE | ACETAMINOPHEN,37.5 mg | 325 mg,72189-671-60,60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Tramadol/APAP
GENERIC_NAME: Tramadol/APAP
ACTIVE_INGREDIENTS: TRAMADOL HYDROCHLORIDE | ACETAMINOPHEN
STRENGTHS: 37.5 mg | 325 mg
NDCS: 72189-671-60
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE
PUBLISHED_DATE: Mar 31, 2026
TITLE: TRAMADOL/APAP TABLET [DIRECT_RX]
SETID: 4e40f55e-1d8e-ce2f-e063-6294a90a7bec
SOURCE: DailyMed"
DailyMed,pantoprazole,7e0c5dac-6832-4692-b012-ca59d5e88987,"PANTOPRAZOLE SODIUM INJECTION, POWDER, FOR SOLUTION [NORTHSTAR RX LLC]","Apr 10, 2026",Pantoprazole Sodium,Pantoprazole Sodium,PANTOPRAZOLE SODIUM,40 mg in 10 mL,72603-128-01 | 72603-128-10,"10 mL in 1 VIAL, SINGLE-DOSE | 10 in 1 CARTON","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Pantoprazole Sodium
GENERIC_NAME: Pantoprazole Sodium
ACTIVE_INGREDIENTS: PANTOPRAZOLE SODIUM
STRENGTHS: 40 mg in 10 mL
NDCS: 72603-128-01 | 72603-128-10
PACKAGE_DESCRIPTIONS: 10 mL in 1 VIAL, SINGLE-DOSE | 10 in 1 CARTON
PUBLISHED_DATE: Apr 10, 2026
TITLE: PANTOPRAZOLE SODIUM INJECTION, POWDER, FOR SOLUTION [NORTHSTAR RX LLC]
SETID: 7e0c5dac-6832-4692-b012-ca59d5e88987
SOURCE: DailyMed"
DailyMed,pantoprazole,5e1cbf26-d379-4315-8732-3939968f32c0,"PANTOPRAZOLE SODIUM TABLET, DELAYED RELEASE [SAFECOR HEALTH LLC]","Apr 09, 2026",Pantoprazole Sodium,pantoprazole sodium,PANTOPRAZOLE SODIUM,40 mg,48433-081-01 | 48433-081-20,1 in 1 BLISTER PACK | 100 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Pantoprazole Sodium
GENERIC_NAME: pantoprazole sodium
ACTIVE_INGREDIENTS: PANTOPRAZOLE SODIUM
STRENGTHS: 40 mg
NDCS: 48433-081-01 | 48433-081-20
PACKAGE_DESCRIPTIONS: 1 in 1 BLISTER PACK | 100 in 1 CARTON
PUBLISHED_DATE: Apr 09, 2026
TITLE: PANTOPRAZOLE SODIUM TABLET, DELAYED RELEASE [SAFECOR HEALTH LLC]
SETID: 5e1cbf26-d379-4315-8732-3939968f32c0
SOURCE: DailyMed"
DailyMed,omeprazole,ded0df8b-1813-4595-ac2b-5499704bfd48,"OMEPRAZOLE CAPSULE, DELAYED RELEASE [REMEDYREPACK INC.]","Apr 08, 2026",Omeprazole,Omeprazole,OMEPRAZOLE,20 mg,70518-3278-0 | 70518-3278-1 | 70518-3278-2 | 70518-3278-3 | 70518-3278-4,"30 in 1 BLISTER PACK | 30 in 1 BOTTLE, PLASTIC | 90 in 1 BOTTLE, PLASTIC | 30 in 1 BLISTER PACK | 60 in 1 BLISTER PACK","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Omeprazole
GENERIC_NAME: Omeprazole
ACTIVE_INGREDIENTS: OMEPRAZOLE
STRENGTHS: 20 mg
NDCS: 70518-3278-0 | 70518-3278-1 | 70518-3278-2 | 70518-3278-3 | 70518-3278-4
PACKAGE_DESCRIPTIONS: 30 in 1 BLISTER PACK | 30 in 1 BOTTLE, PLASTIC | 90 in 1 BOTTLE, PLASTIC | 30 in 1 BLISTER PACK | 60 in 1 BLISTER PACK
PUBLISHED_DATE: Apr 08, 2026
TITLE: OMEPRAZOLE CAPSULE, DELAYED RELEASE [REMEDYREPACK INC.]
SETID: ded0df8b-1813-4595-ac2b-5499704bfd48
SOURCE: DailyMed"
DailyMed,omeprazole,4466f17c-c27b-8393-e063-6394a90a803d,"24 HOUR OMEPRAZOLE (OMEPRAZOLE 20 MG) TABLET, DELAYED RELEASE [GROCERY OUTLET, INC.]","Apr 03, 2026",24 HOUR Omeprazole,Omeprazole 20 mg,OMEPRAZOLE MAGNESIUM,20 mg,85828-731-45,1 in 1 CARTON | 14 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: 24 HOUR Omeprazole
GENERIC_NAME: Omeprazole 20 mg
ACTIVE_INGREDIENTS: OMEPRAZOLE MAGNESIUM
STRENGTHS: 20 mg
NDCS: 85828-731-45
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON | 14 in 1 BOTTLE
PUBLISHED_DATE: Apr 03, 2026
TITLE: 24 HOUR OMEPRAZOLE (OMEPRAZOLE 20 MG) TABLET, DELAYED RELEASE [GROCERY OUTLET, INC.]
SETID: 4466f17c-c27b-8393-e063-6394a90a803d
SOURCE: DailyMed"
DailyMed,esomeprazole,5fd008ef-8388-48e9-8d38-76e0106bd5b6,"NAPROXEN AND ESOMEPRAZOLE MAGNESIUM TABLET, DELAYED RELEASE [PROFICIENT RX LP]","Apr 06, 2026",Naproxen and esomeprazole magnesium,Naproxen and esomeprazole magnesium,NAPROXEN | ESOMEPRAZOLE MAGNESIUM TRIHYDRATE,500 mg | 20 mg,82804-276-60,60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Naproxen and esomeprazole magnesium
GENERIC_NAME: Naproxen and esomeprazole magnesium
ACTIVE_INGREDIENTS: NAPROXEN | ESOMEPRAZOLE MAGNESIUM TRIHYDRATE
STRENGTHS: 500 mg | 20 mg
NDCS: 82804-276-60
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE
PUBLISHED_DATE: Apr 06, 2026
TITLE: NAPROXEN AND ESOMEPRAZOLE MAGNESIUM TABLET, DELAYED RELEASE [PROFICIENT RX LP]
SETID: 5fd008ef-8388-48e9-8d38-76e0106bd5b6
SOURCE: DailyMed"
DailyMed,esomeprazole,9a3df29e-dc44-4dfe-a26f-4bbbf18e31eb,"ESOMEPRAZOLE MAGNESIUM CAPSULE, DELAYED RELEASE [AMERICAN HEALTH PACKAGING]","Apr 06, 2026",Esomeprazole Magnesium,Esomeprazole Magnesium,ESOMEPRAZOLE MAGNESIUM,20 mg,60687-934-11 | 60687-934-21,1 in 1 BLISTER PACK | 30 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Esomeprazole Magnesium
GENERIC_NAME: Esomeprazole Magnesium
ACTIVE_INGREDIENTS: ESOMEPRAZOLE MAGNESIUM
STRENGTHS: 20 mg
NDCS: 60687-934-11 | 60687-934-21
PACKAGE_DESCRIPTIONS: 1 in 1 BLISTER PACK | 30 in 1 CARTON
PUBLISHED_DATE: Apr 06, 2026
TITLE: ESOMEPRAZOLE MAGNESIUM CAPSULE, DELAYED RELEASE [AMERICAN HEALTH PACKAGING]
SETID: 9a3df29e-dc44-4dfe-a26f-4bbbf18e31eb
SOURCE: DailyMed"
DailyMed,rabeprazole,0e2e00fa-c4c5-4de7-adf9-cd9786b97016,"RABEPRAZOLE SODIUM TABLET, DELAYED RELEASE [REMEDYREPACK INC.]","Apr 08, 2026",RABEPRAZOLE SODIUM,rabeprazole sodium,RABEPRAZOLE SODIUM,20 mg,70518-3209-0 | 70518-3209-1,"60 in 1 BOTTLE, PLASTIC | 30 in 1 BOTTLE, PLASTIC","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: RABEPRAZOLE SODIUM
GENERIC_NAME: rabeprazole sodium
ACTIVE_INGREDIENTS: RABEPRAZOLE SODIUM
STRENGTHS: 20 mg
NDCS: 70518-3209-0 | 70518-3209-1
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE, PLASTIC | 30 in 1 BOTTLE, PLASTIC
PUBLISHED_DATE: Apr 08, 2026
TITLE: RABEPRAZOLE SODIUM TABLET, DELAYED RELEASE [REMEDYREPACK INC.]
SETID: 0e2e00fa-c4c5-4de7-adf9-cd9786b97016
SOURCE: DailyMed"
DailyMed,rabeprazole,bdad0b58-495e-2352-e053-2a95a90a3198,"RABEPRAZOLE SODIUM DR (RABEPRAZOLE SODIUM) TABLET, DELAYED RELEASE [ADVANCED RX PHARMACY OF TENNESSEE, LLC]","Mar 30, 2026",Rabeprazole SodiumDR,Rabeprazole Sodium,RABEPRAZOLE SODIUM,20 mg,80425-0134-1 | 80425-0134-2 | 80425-0134-3 | 80425-0134-4,30 in 1 BOTTLE | 60 in 1 BOTTLE | 90 in 1 BOTTLE | 6 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Rabeprazole SodiumDR
GENERIC_NAME: Rabeprazole Sodium
ACTIVE_INGREDIENTS: RABEPRAZOLE SODIUM
STRENGTHS: 20 mg
NDCS: 80425-0134-1 | 80425-0134-2 | 80425-0134-3 | 80425-0134-4
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 60 in 1 BOTTLE | 90 in 1 BOTTLE | 6 in 1 BOTTLE
PUBLISHED_DATE: Mar 30, 2026
TITLE: RABEPRAZOLE SODIUM DR (RABEPRAZOLE SODIUM) TABLET, DELAYED RELEASE [ADVANCED RX PHARMACY OF TENNESSEE, LLC]
SETID: bdad0b58-495e-2352-e053-2a95a90a3198
SOURCE: DailyMed"
DailyMed,ranitidine,0fba6615-37c2-4ba6-b6e5-09599369a5bc,"RANITIDINE TABLET [RISING PHARMA HOLDINGS, INC.]","Dec 08, 2025",RANITIDINE,RANITIDINE,RANITIDINE HYDROCHLORIDE | RANITIDINE HYDROCHLORIDE,150 mg | 300 mg,64980-636-03,30 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: RANITIDINE
GENERIC_NAME: RANITIDINE
ACTIVE_INGREDIENTS: RANITIDINE HYDROCHLORIDE | RANITIDINE HYDROCHLORIDE
STRENGTHS: 150 mg | 300 mg
NDCS: 64980-636-03
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE
PUBLISHED_DATE: Dec 08, 2025
TITLE: RANITIDINE TABLET [RISING PHARMA HOLDINGS, INC.]
SETID: 0fba6615-37c2-4ba6-b6e5-09599369a5bc
SOURCE: DailyMed"
DailyMed,ranitidine,0fba6615-37c2-4ba6-b6e5-09599369a5bc,"RANITIDINE TABLET [RISING PHARMA HOLDINGS, INC.]","Dec 08, 2025",RANITIDINE,RANITIDINE,RANITIDINE HYDROCHLORIDE | RANITIDINE HYDROCHLORIDE,150 mg | 300 mg,64980-637-03,30 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: RANITIDINE
GENERIC_NAME: RANITIDINE
ACTIVE_INGREDIENTS: RANITIDINE HYDROCHLORIDE | RANITIDINE HYDROCHLORIDE
STRENGTHS: 150 mg | 300 mg
NDCS: 64980-637-03
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE
PUBLISHED_DATE: Dec 08, 2025
TITLE: RANITIDINE TABLET [RISING PHARMA HOLDINGS, INC.]
SETID: 0fba6615-37c2-4ba6-b6e5-09599369a5bc
SOURCE: DailyMed"
DailyMed,ranitidine,aab81d9f-397d-49fb-8083-77a1872cc71f,RANITIDINE COOL MINT (RANITIDINE) TABLET RANITIDINE TABLET [GRANULES INDIA LTD],"Dec 03, 2025",Ranitidinecool mint,Ranitidine,RANITIDINE HYDROCHLORIDE,150 mg,62207-774-36 | 62207-774-41 | 62207-774-47 | 62207-774-58,5 in 1 CARTON | 10000 in 1 BAG | 1 in 1 CARTON | 24 in 1 BOTTLE | 1 in 1 CARTON | 500 in 1 BOTTLE | 2 in 1 CARTON | 10 in 1 BLISTER PACK,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Ranitidinecool mint
GENERIC_NAME: Ranitidine
ACTIVE_INGREDIENTS: RANITIDINE HYDROCHLORIDE
STRENGTHS: 150 mg
NDCS: 62207-774-36 | 62207-774-41 | 62207-774-47 | 62207-774-58
PACKAGE_DESCRIPTIONS: 5 in 1 CARTON | 10000 in 1 BAG | 1 in 1 CARTON | 24 in 1 BOTTLE | 1 in 1 CARTON | 500 in 1 BOTTLE | 2 in 1 CARTON | 10 in 1 BLISTER PACK
PUBLISHED_DATE: Dec 03, 2025
TITLE: RANITIDINE COOL MINT (RANITIDINE) TABLET RANITIDINE TABLET [GRANULES INDIA LTD]
SETID: aab81d9f-397d-49fb-8083-77a1872cc71f
SOURCE: DailyMed"
DailyMed,ranitidine,aab81d9f-397d-49fb-8083-77a1872cc71f,RANITIDINE COOL MINT (RANITIDINE) TABLET RANITIDINE TABLET [GRANULES INDIA LTD],"Dec 03, 2025",Ranitidine,Ranitidine,RANITIDINE HYDROCHLORIDE,150 mg,62207-773-32 | 62207-773-36 | 62207-773-41 | 62207-773-47 | 62207-773-58,10000 in 1 BAG | 5 in 1 CARTON | 1 in 1 CARTON | 24 in 1 BOTTLE | 1 in 1 CARTON | 500 in 1 BOTTLE | 2 in 1 CARTON | 10 in 1 BLISTER PACK,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Ranitidine
GENERIC_NAME: Ranitidine
ACTIVE_INGREDIENTS: RANITIDINE HYDROCHLORIDE
STRENGTHS: 150 mg
NDCS: 62207-773-32 | 62207-773-36 | 62207-773-41 | 62207-773-47 | 62207-773-58
PACKAGE_DESCRIPTIONS: 10000 in 1 BAG | 5 in 1 CARTON | 1 in 1 CARTON | 24 in 1 BOTTLE | 1 in 1 CARTON | 500 in 1 BOTTLE | 2 in 1 CARTON | 10 in 1 BLISTER PACK
PUBLISHED_DATE: Dec 03, 2025
TITLE: RANITIDINE COOL MINT (RANITIDINE) TABLET RANITIDINE TABLET [GRANULES INDIA LTD]
SETID: aab81d9f-397d-49fb-8083-77a1872cc71f
SOURCE: DailyMed"
DailyMed,sodium bicarbonate citric acid,c5d7bf5f-3e59-52f2-e053-2a95a90a4a00,"LEADER EXTRA STRENGTH EFFERVESCENT ANTACID AND PAIN RELIEVER (ASPIRIN, CITRIC ACID, SODIUM BICARBONATE) TABLET, EFFERVESCENT [CARDINAL HEALTH]","Feb 26, 2026",Leader Extra Strength Effervescent Antacid and Pain Reliever,"Aspirin, Citric Acid, Sodium Bicarbonate",SODIUM BICARBONATE | ASPIRIN | ANHYDROUS CITRIC ACID,1985 mg | 500 mg | 1000 mg,70000-0574-1,18 in 1 CARTON | 2 in 1 POUCH,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Leader Extra Strength Effervescent Antacid and Pain Reliever
GENERIC_NAME: Aspirin, Citric Acid, Sodium Bicarbonate
ACTIVE_INGREDIENTS: SODIUM BICARBONATE | ASPIRIN | ANHYDROUS CITRIC ACID
STRENGTHS: 1985 mg | 500 mg | 1000 mg
NDCS: 70000-0574-1
PACKAGE_DESCRIPTIONS: 18 in 1 CARTON | 2 in 1 POUCH
PUBLISHED_DATE: Feb 26, 2026
TITLE: LEADER EXTRA STRENGTH EFFERVESCENT ANTACID AND PAIN RELIEVER (ASPIRIN, CITRIC ACID, SODIUM BICARBONATE) TABLET, EFFERVESCENT [CARDINAL HEALTH]
SETID: c5d7bf5f-3e59-52f2-e053-2a95a90a4a00
SOURCE: DailyMed"
DailyMed,sodium bicarbonate citric acid,49b73bd5-6465-05eb-e054-00144ff88e88,"ALKA-SELTZER EXTRA STRENGTH (ANHYDROUS CITRIC ACID, SODIUM BICARBONATE, AND ASPIRIN) GRANULE, EFFERVESCENT [BAYER HEALTHCARE LLC.]","Dec 05, 2025",Alka-Seltzer Extra Strength,"Anhydrous Citric Acid, Sodium Bicarbonate, and Aspirin",ANHYDROUS CITRIC ACID | SODIUM BICARBONATE | ASPIRIN,1000 mg | 1985 mg | 500 mg,0280-0211-24,12 in 1 CARTON | 2 in 1 PACKET,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Alka-Seltzer Extra Strength
GENERIC_NAME: Anhydrous Citric Acid, Sodium Bicarbonate, and Aspirin
ACTIVE_INGREDIENTS: ANHYDROUS CITRIC ACID | SODIUM BICARBONATE | ASPIRIN
STRENGTHS: 1000 mg | 1985 mg | 500 mg
NDCS: 0280-0211-24
PACKAGE_DESCRIPTIONS: 12 in 1 CARTON | 2 in 1 PACKET
PUBLISHED_DATE: Dec 05, 2025
TITLE: ALKA-SELTZER EXTRA STRENGTH (ANHYDROUS CITRIC ACID, SODIUM BICARBONATE, AND ASPIRIN) GRANULE, EFFERVESCENT [BAYER HEALTHCARE LLC.]
SETID: 49b73bd5-6465-05eb-e054-00144ff88e88
SOURCE: DailyMed"
DailyMed,metformin,4f890458-be94-4baf-b606-83a097e1e23e,"DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]","Apr 10, 2026",DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,10 mg | 5 mg | 1000 mg | 500 mg,72205-434-01 | 72205-434-02,30 in 1 BOTTLE | 500 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
GENERIC_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 5 mg | 1000 mg | 500 mg
NDCS: 72205-434-01 | 72205-434-02
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 500 in 1 BOTTLE
PUBLISHED_DATE: Apr 10, 2026
TITLE: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]
SETID: 4f890458-be94-4baf-b606-83a097e1e23e
SOURCE: DailyMed"
